Type_of_Security,spread,predicted_cpr_mean,dCPR_dspread
20yr TBA Eligible,1.8782700000000006,1.4339934381064423,0.1824340566466487
30yr TBA Eligible,-1.3240000000000003,0.3630245135415827,
30yr TBA Eligible,-1.3240000000000003,0.3630245135415827,
30yr TBA Eligible,-1.3240000000000003,0.3630245135415827,
30yr TBA Eligible,-1.3240000000000003,0.3630245135415827,
30yr TBA Eligible,-1.3240000000000003,0.3630245135415827,
30yr TBA Eligible,-1.3240000000000003,0.3630245135415827,
30yr TBA Eligible,-1.3240000000000003,0.3630245135415827,
30yr TBA Eligible,-1.3240000000000003,0.3630245135415827,
30yr TBA Eligible,-1.3240000000000003,0.3630245135415827,
30yr TBA Eligible,-1.3240000000000003,0.3630245135415827,
30yr TBA Eligible,-1.3240000000000003,0.3630245135415827,
30yr TBA Eligible,-1.3240000000000003,0.3630245135415827,
30yr TBA Eligible,-1.3240000000000003,0.3630245135415827,
30yr TBA Eligible,-1.3240000000000003,0.3630245135415827,
30yr TBA Eligible,-1.3240000000000003,0.3630245135415827,
30yr TBA Eligible,-1.3240000000000003,0.3630245135415827,
30yr TBA Eligible,-1.3240000000000003,0.3630245135415827,
30yr TBA Eligible,-1.3240000000000003,0.3630245135415827,
30yr TBA Eligible,-1.3240000000000003,0.3630245135415827,
30yr TBA Eligible,-1.3240000000000003,0.3630245135415827,
30yr TBA Eligible,-1.3240000000000003,0.3630245135415827,
30yr TBA Eligible,-1.3240000000000003,0.3630245135415827,
30yr TBA Eligible,-1.3240000000000003,0.3630245135415827,
30yr TBA Eligible,-1.3240000000000003,0.3630245135415827,
30yr TBA Eligible,-1.3240000000000003,0.3630245135415827,
30yr TBA Eligible,-1.3240000000000003,0.3630245135415827,
30yr TBA Eligible,-1.3240000000000003,0.3630245135415827,
30yr TBA Eligible,-1.3240000000000003,0.3630245135415827,
30yr TBA Eligible,-1.262139240506329,0.367472164714231,0.13878565670609477
30yr TBA Eligible,-1.1708227848101265,0.3891619186989411,0.3116925207121999
30yr TBA Eligible,-1.079506329113924,0.4243974772311375,0.43612102897103533
30yr TBA Eligible,-0.9881898734177215,0.46881197193937274,0.5139271096431193
30yr TBA Eligible,-0.896873417721519,0.5182574815087442,0.5471277234545586
30yr TBA Eligible,-0.8055569620253165,0.5687355009773774,0.5385001964195881
30yr TBA Eligible,-0.714240506329114,0.6166053401662355,0.49364579586571633
30yr TBA Eligible,-0.6229240506329115,0.658891469872954,0.42132206290655727
30yr TBA Eligible,-0.531607594936709,0.693552615148714,0.3325578421572044
30yr TBA Eligible,-0.44029113924050645,0.7196274767925002,0.23914109522035742
30yr TBA Eligible,-0.34897468354430394,0.7372276496023763,0.15203859532080832
30yr TBA Eligible,-0.25765822784810144,0.747394728099951,0.08015723257540852
30yr TBA Eligible,-0.16634177215189894,0.7518669983567812,0.02965054027268721
30yr TBA Eligible,-0.07502531645569599,0.7528098925943099,0.0037804997915174
30yr TBA Eligible,0.016291139240506514,0.7525574420402242,0.003207998596097994
30yr TBA Eligible,0.10760759493670902,0.753395778717658,0.026520060020557068
30yr TBA Eligible,0.19892405063291108,0.7574008778120798,0.0708008528465589
30yr TBA Eligible,0.2902405063291136,0.7663263446020903,0.13209742137226765
30yr TBA Eligible,0.3815569620253161,0.7815262144647264,0.2056978603639399
30yr TBA Eligible,0.4728734177215186,0.803893543707545,0.2862105728073754
30yr TBA Eligible,0.564189873417722,0.8337976846478257,0.3674963712127255
30yr TBA Eligible,0.6555063291139245,0.8710104759082693,0.44255482140285274
30yr TBA Eligible,0.746822784810127,0.9146227601313746,0.5034993194761785
30yr TBA Eligible,0.8381392405063295,0.9629660225082984,0.5417672431942968
30yr TBA Eligible,0.929455696202532,1.013567289052986,0.5486936319767368
30yr TBA Eligible,1.0207721518987345,1.0631755379786827,0.5165664141343367
30yr TBA Eligible,1.112088607594937,1.1079093171938748,0.44541588495663476
30yr TBA Eligible,1.2034050632911395,1.1445231378287375,0.35085871757418285
30yr TBA Eligible,1.294721518987342,1.1719876662718534,0.25057937564282895
30yr TBA Eligible,1.3860379746835445,1.1902871787372784,0.1539639719262471
30yr TBA Eligible,1.477354430379747,1.2001065547142824,0.06773555209033155
30yr TBA Eligible,1.5686708860759495,1.2026579198203076,-0.0033083554858786
30yr TBA Eligible,1.659987341772152,1.1995023401199754,-0.056228940255644844
30yr TBA Eligible,1.7513037974683545,1.1923886647569095,-0.08967490036590853
30yr TBA Eligible,1.842620253164557,1.1831247519873256,-0.1034835279355173
30yr TBA Eligible,1.9339367088607595,1.1734891667688887,-0.0982250475811206
30yr TBA Eligible,2.025253164556962,1.165185625575928,-0.07474199736023923
30yr TBA Eligible,2.1165696202531645,1.1598388181877048,-0.03480945889040754
30yr TBA Eligible,2.207886075949367,1.1588282727547787,0.011880865501970206
30yr TBA Eligible,2.2992025316455695,1.1620086552441913,0.05333698181390467
30yr TBA Eligible,2.390518987341772,1.1685693610283359,0.08604947625353176
30yr TBA Eligible,2.4818354430379745,1.1777241216161654,0.1101620782417374
30yr TBA Eligible,2.573151898734177,1.1886885821026623,0.125587642925038
30yr TBA Eligible,2.6644683544303795,1.2006605584784749,0.13205832277449137
30yr TBA Eligible,2.755784810126582,1.2128067780645655,0.1291978164594001
30yr TBA Eligible,2.8471012658227846,1.2242563318439967,0.11659746400483151
30yr TBA Eligible,2.938417721518987,1.234101312376739,0.09389795680508861
30yr TBA Eligible,3.0297341772151896,1.2414051890691082,0.06087651469156441
30yr TBA Eligible,3.121050632911392,1.245219367490282,0.01753728991054171
30yr TBA Eligible,3.2123670886075946,1.2446080753834032,-0.03579945469016632
30yr TBA Eligible,3.303683544303797,1.2386812088539565,-0.09841602072905431
30yr TBA Eligible,3.3950000000000005,1.2266340709900005,-0.13192734838543263
