Type_of_Security,spread,pred_logit,pred_smm,pred_cpr_pct
20yr TBA Eligible,2.242424242424242,-3.6286392369958276,0.02586550284848907,26.982479689225013
20yr TBA Eligible,2.2929292929292933,-3.597996221834412,0.02664891981863496,27.684035631877567
20yr TBA Eligible,2.3434343434343434,-3.567376893601895,0.027454763764131043,28.39922370279404
20yr TBA Eligible,2.3939393939393936,-3.5367863553026133,0.028283476479633696,29.127940569433473
20yr TBA Eligible,2.4444444444444446,-3.506229709940903,0.029135495468951438,29.870058067889726
20yr TBA Eligible,2.494949494949495,-3.475712060521104,0.03001125295774212,30.62542239193068
20yr TBA Eligible,2.545454545454545,-3.445238510047551,0.030911174859189972,31.393853336838685
20yr TBA Eligible,2.595959595959596,-3.414814161524583,0.0318356796927887,32.17514360555074
20yr TBA Eligible,2.646464646464646,-3.384444117956537,0.03278517745655076,32.969058184708544
20yr TBA Eligible,2.6969696969696972,-3.354133482347751,0.033760068453168424,33.7753337982798
20yr TBA Eligible,2.7474747474747474,-3.3238873577025614,0.034760742070870335,34.5936784463991
20yr TBA Eligible,2.7979797979797976,-3.293710847025306,0.03578757551994815,35.42377103699682
20yr TBA Eligible,2.8484848484848486,-3.2636090533203213,0.03684093252616944,36.265261117624156
